x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7970784902572632,0.20587441325187683,-1.2728756360047555e-07,0.7064158320426941,0.22832289338111877,-0.010496930219233036,0.5976710915565491,0.31144529581069946,-0.03748367726802826,0.5127295255661011,0.3745884299278259,-0.05858328193426132,0.4376506209373474,0.3720247149467468,-0.08170349895954132,0.61727374792099,0.3782503604888916,-0.10951374471187592,0.6256960034370422,0.5930905342102051,-0.162105530500412,0.6272164583206177,0.7241477966308594,-0.19627071917057037,0.6336318850517273,0.8202783465385437,-0.2183382511138916,0.6959366798400879,0.3900631070137024,-0.11591559648513794,0.7160183191299438,0.5796497464179993,-0.16397373378276825,0.7234222292900085,0.515589714050293,-0.15844199061393738,0.722747266292572,0.4262782037258148,-0.15072154998779297,0.771370530128479,0.4030616879463196,-0.11814411729574203,0.7788421511650085,0.5622387528419495,-0.16093140840530396,0.7900297045707703,0.5063115954399109,-0.13463516533374786,0.789411723613739,0.425270140171051,-0.11040613055229187,0.8394744992256165,0.4210450351238251,-0.11857175081968307,0.8297096490859985,0.5405247211456299,-0.14536063373088837,0.842566728591919,0.4782972037792206,-0.12188352644443512,0.8462672233581543,0.41106948256492615,-0.10049830377101898,丑
0.6947109699249268,0.08848917484283447,-1.829107247885986e-07,0.6008420586585999,0.10788609087467194,-0.013022118248045444,0.5002145767211914,0.18690592050552368,-0.03995838388800621,0.4124945402145386,0.22766602039337158,-0.06353488564491272,0.3368806540966034,0.22048652172088623,-0.09094622731208801,0.5067570209503174,0.23779869079589844,-0.09426208585500717,0.5115199685096741,0.43474745750427246,-0.1384708136320114,0.5104597806930542,0.5539709329605103,-0.16350328922271729,0.5118231177330017,0.6446585059165955,-0.18102005124092102,0.5735355019569397,0.24318966269493103,-0.10513115674257278,0.6089365482330322,0.43231886625289917,-0.1510101705789566,0.6180589199066162,0.3753563165664673,-0.14745046198368073,0.610456645488739,0.29985249042510986,-0.1425134837627411,0.6440397500991821,0.24750317633152008,-0.11349774152040482,0.6716752648353577,0.41817429661750793,-0.1566952019929886,0.6800318360328674,0.3681115508079529,-0.133780837059021,0.6702724099159241,0.30057260394096375,-0.11318130046129227,0.7092509269714355,0.25657933950424194,-0.12103265523910522,0.7237536907196045,0.39102789759635925,-0.15134350955486298,0.7311201095581055,0.3390986919403076,-0.13331124186515808,0.7250388264656067,0.2776983082294464,-0.11617603152990341,丑
0.5159658193588257,0.17935504019260406,-3.1465066285818466e-07,0.4116806089878082,0.21617770195007324,-0.008401921018958092,0.30473223328590393,0.3138102889060974,-0.027769725769758224,0.21961022913455963,0.3640452027320862,-0.042714670300483704,0.14562153816223145,0.36056527495384216,-0.06170186027884483,0.28846728801727295,0.3590884506702423,-0.08467873930931091,0.28016582131385803,0.5713270306587219,-0.12297835946083069,0.2722325325012207,0.6972783207893372,-0.14496846497058868,0.2645874619483948,0.7942502498626709,-0.1620357483625412,0.3494248390197754,0.3706904947757721,-0.09652367234230042,0.376699298620224,0.5927071571350098,-0.13259191811084747,0.40434226393699646,0.5394691824913025,-0.12620662152767181,0.40773528814315796,0.46234309673309326,-0.12230950593948364,0.4195560812950134,0.3802788555622101,-0.10566956549882889,0.4462016522884369,0.5601695775985718,-0.1369483917951584,0.46127453446388245,0.5018091797828674,-0.112092025578022,0.45538830757141113,0.4324553906917572,-0.0948784276843071,0.4864746332168579,0.38871341943740845,-0.1147451251745224,0.4931315779685974,0.5275260210037231,-0.141421377658844,0.5116328001022339,0.47580671310424805,-0.12513551115989685,0.5155953764915466,0.41772782802581787,-0.1110725849866867,丑
0.45000940561294556,0.13209156692028046,-3.6769949929293944e-07,0.34567195177078247,0.1393411010503769,-0.014695764519274235,0.2213403284549713,0.20752006769180298,-0.047913189977407455,0.12215739488601685,0.23286601901054382,-0.07716372609138489,0.04036527872085571,0.2011374682188034,-0.11042926460504532,0.20801708102226257,0.23682516813278198,-0.10929568856954575,0.1888333559036255,0.45842939615249634,-0.16246813535690308,0.17211535573005676,0.5882383584976196,-0.19148939847946167,0.15593650937080383,0.6881222724914551,-0.2140285074710846,0.27697667479515076,0.25664061307907104,-0.12469067424535751,0.29824551939964294,0.4938966631889343,-0.17908601462841034,0.3252760171890259,0.4285784363746643,-0.17490766942501068,0.32485342025756836,0.3413856327533722,-0.17214757204055786,0.3526172339916229,0.27722081542015076,-0.13785573840141296,0.37608271837234497,0.4782366454601288,-0.18473394215106964,0.3985172510147095,0.4168885052204132,-0.15642081201076508,0.39288267493247986,0.33968740701675415,-0.13634662330150604,0.423824667930603,0.3005419671535492,-0.15114758908748627,0.43864357471466064,0.45476019382476807,-0.18955351412296295,0.46079689264297485,0.39593952894210815,-0.1745862364768982,0.45941853523254395,0.3260255455970764,-0.1613224446773529,丑
0.6198261976242065,0.14976437389850616,-1.6432187521786545e-07,0.5204741954803467,0.1462961584329605,-0.017073029652237892,0.4061015248298645,0.21104660630226135,-0.04562260955572128,0.31823450326919556,0.2412867248058319,-0.06929721683263779,0.24382999539375305,0.22124828398227692,-0.09660156816244125,0.41441941261291504,0.27280473709106445,-0.10417304933071136,0.4008982181549072,0.4742298126220703,-0.14870516955852509,0.39107322692871094,0.5953227877616882,-0.17550824582576752,0.38444703817367554,0.6903653144836426,-0.19587746262550354,0.4838075041770935,0.29698020219802856,-0.11266924440860748,0.4961321949958801,0.47544538974761963,-0.1511688232421875,0.5082558989524841,0.4162716269493103,-0.1484384536743164,0.507750391960144,0.34676292538642883,-0.15014512836933136,0.5531889796257019,0.316725492477417,-0.11822202801704407,0.5505226254463196,0.4791182279586792,-0.15377259254455566,0.5588666796684265,0.4212053418159485,-0.12936529517173767,0.5586775541305542,0.3561323881149292,-0.11351696401834488,0.612740695476532,0.3352603018283844,-0.1235194131731987,0.5986124277114868,0.4626384973526001,-0.15413102507591248,0.6132898926734924,0.40865829586982727,-0.13671107590198517,0.618637204170227,0.3539244532585144,-0.12159721553325653,丑
0.6977911591529846,0.24312447011470795,-4.339145220910723e-08,0.5865945219993591,0.2517234683036804,-0.006218012887984514,0.4792942404747009,0.32689619064331055,-0.02350042574107647,0.3895338177680969,0.36857369542121887,-0.0399230532348156,0.3213106095790863,0.3588903546333313,-0.06039870157837868,0.48474305868148804,0.4197177290916443,-0.06674656271934509,0.46798133850097656,0.603997528553009,-0.09774091094732285,0.45950594544410706,0.7181203365325928,-0.11821451038122177,0.4606139063835144,0.8080623149871826,-0.132564514875412,0.5480983853340149,0.45259273052215576,-0.07467824220657349,0.553309977054596,0.5708144903182983,-0.10260612517595291,0.5634766817092896,0.5223836898803711,-0.0979151502251625,0.5718672275543213,0.46035921573638916,-0.09381012618541718,0.6152715086936951,0.47015440464019775,-0.07989837974309921,0.6128872632980347,0.552519679069519,-0.09887709468603134,0.6241296529769897,0.5162957310676575,-0.07689926773309708,0.6339893341064453,0.46687591075897217,-0.06196092441678047,0.6768549680709839,0.48128125071525574,-0.08584879338741302,0.6649807095527649,0.533710777759552,-0.09335236251354218,0.6776952743530273,0.4928390383720398,-0.07302450388669968,0.6852032542228699,0.4508218467235565,-0.05742345005273819,丑
0.8372538089752197,0.2875371277332306,4.7394824065349894e-08,0.7332617044448853,0.3025350272655487,-0.011761064641177654,0.6341438889503479,0.3751372992992401,-0.03190028294920921,0.546887218952179,0.4262932240962982,-0.049294330179691315,0.47845566272735596,0.42609703540802,-0.06964084506034851,0.6474281549453735,0.48464328050613403,-0.07445838302373886,0.6411584615707397,0.6767095327377319,-0.10746212303638458,0.6342177391052246,0.7989972829818726,-0.12747159600257874,0.6332805156707764,0.894627571105957,-0.1413078010082245,0.7120837569236755,0.5175284743309021,-0.07844480872154236,0.7247195243835449,0.6534175872802734,-0.10874608904123306,0.7317581176757812,0.6035633683204651,-0.10181687772274017,0.7345044016838074,0.5337687134742737,-0.09497884660959244,0.781075119972229,0.5360352993011475,-0.07972683012485504,0.7826422452926636,0.6352587938308716,-0.10375755280256271,0.7911285161972046,0.5968202352523804,-0.08164063096046448,0.7965620756149292,0.537750244140625,-0.06456787139177322,0.846477746963501,0.5491002798080444,-0.08130335807800293,0.8365053534507751,0.6131742596626282,-0.09480233490467072,0.8460477590560913,0.5643253326416016,-0.07568729668855667,0.85182785987854,0.5096151828765869,-0.05897756293416023,丑
0.8846413493156433,0.18344293534755707,1.0203066125313853e-07,0.782413899898529,0.19186067581176758,-0.011633333750069141,0.6920738220214844,0.26685115694999695,-0.03140491247177124,0.6090549230575562,0.3268926739692688,-0.04787513613700867,0.5424841642379761,0.3279809057712555,-0.06588605791330338,0.7114142179489136,0.3805026412010193,-0.07859408855438232,0.6982743740081787,0.5717465877532959,-0.11028186231851578,0.6926007270812988,0.6888833045959473,-0.12697052955627441,0.6914016008377075,0.7734999656677246,-0.13733650743961334,0.7858721613883972,0.42123183608055115,-0.07897738367319107,0.7678961157798767,0.5408068299293518,-0.1076311394572258,0.7740562558174133,0.4915854036808014,-0.09695878624916077,0.7862328886985779,0.4190182089805603,-0.08636303246021271,0.8530921936035156,0.43998000025749207,-0.07616274803876877,0.8261559009552002,0.5196784734725952,-0.09629006683826447,0.8346821069717407,0.48061197996139526,-0.07453564554452896,0.8499150276184082,0.42086294293403625,-0.058193862438201904,0.912121057510376,0.4540768563747406,-0.07355622202157974,0.8822205662727356,0.5019543170928955,-0.08279062062501907,0.8920166492462158,0.4509994685649872,-0.06451766937971115,0.9030886888504028,0.40034690499305725,-0.04942142963409424,丑
0.6833406090736389,0.09195609390735626,-6.172898991962938e-08,0.5977004170417786,0.11996112763881683,-0.011583048850297928,0.5091890692710876,0.20110580325126648,-0.033242665231227875,0.4324681758880615,0.2523897886276245,-0.05277508124709129,0.3671109974384308,0.2542090117931366,-0.07569126039743423,0.5170333385467529,0.26325565576553345,-0.07527841627597809,0.5201589465141296,0.44485899806022644,-0.11107723414897919,0.517906665802002,0.5557352900505066,-0.13218067586421967,0.5176118016242981,0.640612006187439,-0.14686155319213867,0.5809469223022461,0.2852972745895386,-0.08375368267297745,0.6063544750213623,0.4385194182395935,-0.1226387619972229,0.6173723936080933,0.3878193497657776,-0.12016705423593521,0.6151296496391296,0.317548006772995,-0.11506468802690506,0.6464983224868774,0.2981122136116028,-0.089883953332901,0.6602746844291687,0.42543333768844604,-0.12179484963417053,0.671271562576294,0.38551920652389526,-0.10028963536024094,0.6695108413696289,0.32729777693748474,-0.08210772275924683,0.7077672481536865,0.30856451392173767,-0.09618953615427017,0.7091392278671265,0.40384697914123535,-0.11718234419822693,0.7202730178833008,0.3562602996826172,-0.09913281351327896,0.7223966717720032,0.3027496635913849,-0.08243606984615326,丑
0.5890154242515564,0.17260345816612244,-8.738756918091894e-08,0.489639014005661,0.1949339359998703,0.0036999089643359184,0.39156776666641235,0.2898346483707428,-0.009318152442574501,0.3079749345779419,0.34318679571151733,-0.024464929476380348,0.23998647928237915,0.3439640700817108,-0.0458255298435688,0.3784986138343811,0.3750089406967163,-0.0549464076757431,0.38141095638275146,0.552997350692749,-0.08137056976556778,0.3796907067298889,0.6599385738372803,-0.09453065693378448,0.37511974573135376,0.7414032220840454,-0.10536836087703705,0.4328686594963074,0.3946634829044342,-0.07154956459999084,0.4725807309150696,0.5488836765289307,-0.10045631974935532,0.4936380684375763,0.5032869577407837,-0.09597229957580566,0.4937809705734253,0.44795772433280945,-0.09082666784524918,0.500277042388916,0.4011847674846649,-0.08466287702322006,0.539332389831543,0.5115545988082886,-0.10526693612337112,0.5512775182723999,0.4671262502670288,-0.0807710513472557,0.5439825654029846,0.42159682512283325,-0.06367118656635284,0.570449709892273,0.40098661184310913,-0.09743067622184753,0.5867010951042175,0.4822434186935425,-0.10814066231250763,0.596290111541748,0.4361933171749115,-0.08592917770147324,0.5912474393844604,0.398244708776474,-0.06805461645126343,丑
